Primer Nombre,Apellido,Salario,Pais Residencia,Hijos,Pais Origen,Experiencia,Contratacion
Beatrice,Reijmers,$1047.10,,0,Brazil,7,2022
Ally,Rowlstone,$1744.27,Costa Rica,2,Brazil,8,2020
Chance,Whitnell,$4843.01,Brazil,2,United States,7,2019
Dorette,Maltman,$3308.25,Peru,3,Brazil,0,2016
Trista,Litherborough,$2041.39,Peru,0,United States,5,2018
Shelley,Matijasevic,$3812.80,Peru,3,United States,4,2017
Fara,Stillmann,$2557.49,Brazil,1,Brazil,8,2020
Annamaria,Grimble,$4007.46,Brazil,3,Brazil,9,2019
Gale,Sellars,$1217.09,Peru,2,Peru,3,2021
Brier,Coey,$4771.16,Peru,2,United States,4,2023
Ryan,Ricciardiello,$3692.52,Brazil,2,Brazil,5,2023
Lucky,Ubee,$2964.91,Brazil,3,Brazil,8,2015
Manuel,Joinson,$1654.69,United States,0,Brazil,3,2018
Prudence,Steade,$1053.51,United States,1,Chile,6,2018
Juan,,$1151.90,,3,Brazil,10,2018
Diarmid,Blincowe,$4421.23,Brazil,3,Brazil,0,2019
Miner,Boumphrey,$4426.13,Brazil,0,United States,5,2016
Konstantine,Shoppee,$1361.92,Brazil,2,Peru,10,2019
Zilvia,Tulloch,$4628.73,United States,,,3,2021
Honey,Klausewitz,$3537.30,United States,3,United States,5,2016
Camile,Kerswill,$4192.36,Brazil,1,United States,9,2015
Killie,Mertin,$4495.12,Brazil,1,United States,1,2022
Cyndie,Tomasoni,$3292.99,Brazil,2,Peru,3,2020
Gayler,Pinnell,$2286.05,United States,1,Peru,2,2022
Tucker,McCritichie,$3975.15,Brazil,2,Brazil,6,2016
Zaccaria,Fretson,$3375.15,Brazil,2,Brazil,10,2021
Marv,Fivey,$4312.98,Peru,1,United States,4,2022
Ellery,Werlock,$1870.31,Brazil,2,Brazil,9,2015
Mira,Casellas,$2430.56,Brazil,1,Brazil,7,2022
Hewitt,Petcher,$2088.77,United States,2,Brazil,5,2017
Nicoli,McMichan,$3599.20,United States,3,Chile,5,2021
Wilbur,Clouston,$2968.19,Brazil,3,Peru,7,2018
Salem,Choak,$4942.61,Brazil,2,Peru,0,2017
Freeman,Littlechild,$4648.10,Brazil,0,United States,7,2020
Petr,Chatelot,$3866.61,Brazil,3,United States,0,2023
Billi,Dorman,$4355.15,Costa Rica,1,Brazil,3,2015
Brenden,Ellyatt,$3653.62,,1,Brazil,10,2019
Sinclair,Driffield,$3399.48,Brazil,,,0,2021
Cortie,Handslip,$1439.81,United States,2,Brazil,6,2018
Meredeth,Prevost,$3165.43,Brazil,1,Peru,3,2023
Joli,Llewelly,$2211.24,United States,,,10,2020
Webb,Middle,$2144.86,Peru,1,Peru,8,2018
Michel,McNee,$3763.09,United States,2,Brazil,2,2019
Osborne,Anton,$4538.13,Brazil,0,Brazil,0,2020
Nels,Childerhouse,$3106.38,Brazil,2,Brazil,4,2019
Minna,Witheridge,$3764.77,Brazil,3,Costa Rica,4,2018
Demetria,Cammell,$2851.40,Peru,2,Brazil,0,2019
Rafaello,Geindre,$2430.67,Peru,3,United States,7,2023
Jarib,Hollibone,$4523.27,Brazil,1,Brazil,9,2020
Gay,Gorham,$4512.81,Peru,2,Brazil,6,2019
Charley,Turmall,$4731.40,Brazil,0,Brazil,3,2021
Noellyn,Barbisch,$1786.10,United States,3,Brazil,5,2019
Clive,Edlyne,$2464.26,Brazil,2,United States,2,2017
Izak,Challens,$3975.69,Brazil,3,United States,2,2019
William,Deavall,$3937.56,Brazil,3,Peru,5,2018
Sonny,Ponting,$2262.27,Brazil,0,United States,4,2017
Whit,Mangon,$1838.94,Brazil,1,United States,0,2016
Judye,Bowerman,$4354.87,Brazil,1,United States,9,2016
Rutledge,Evins,$2177.15,Brazil,1,Italy,1,2021
Alfy,Illesley,$2531.97,United States,0,Brazil,10,2019
Leesa,Ottiwill,$1532.44,Peru,0,Brazil,2,2023
Terry,Orts,$2431.43,Peru,0,Peru,8,2018
Coral,Orritt,$3949.10,Brazil,,,6,2016
Marinna,Penhale,$1658.43,Peru,2,Brazil,9,2021
Webb,Bogeys,$2371.63,Peru,0,Peru,7,2020
Elias,Kupka,$2033.82,,2,Costa Rica,4,2020
Selena,Ouver,$2568.45,Brazil,3,United States,4,2019
Thibaut,Sampson,$4877.94,United States,1,Peru,7,2018
Lilli,Caddie,$4978.39,United States,,,5,2018
Cortie,Cansdall,$4139.36,United States,2,Peru,5,2022
Brena,Sneesbie,$3341.22,Peru,0,Brazil,5,2020
Krystalle,Verner,$1162.53,United States,1,Brazil,4,2015
Tedman,Sotheron,$1926.32,Brazil,0,Brazil,2,2017
Nevile,Tordoff,$3051.45,Peru,3,Brazil,7,2019
Annis,Paulin,$2068.91,United States,0,Italy,7,2019
Aksel,Blomfield,$2842.12,Brazil,2,Peru,10,2017
Thomasine,Crock,$3807.68,United States,,,9,2020
Cobby,Sedgmond,$1093.62,United States,2,Brazil,3,2020
Dorolice,Potkin,$1312.20,Peru,2,Brazil,5,2023
Yvonne,Krishtopaittis,$2902.95,United States,2,Peru,7,2022
Athena,Waumsley,$1150.20,Peru,2,Brazil,7,2020
Addi,Licciardello,$3354.62,Brazil,3,Brazil,1,2021
Taite,Ixer,$3816.28,Brazil,1,Brazil,8,2022
Saraann,Ingleson,$4164.39,Peru,1,Brazil,8,2015
Lowell,Vayro,$4568.93,United States,1,United States,0,2019
Felipa,Howsam,$2929.53,Brazil,0,United States,6,2018
Tara,Lammas,$1696.73,Peru,,,8,2017
Ryon,Wand,$3437.73,Brazil,2,Peru,3,2015
Normy,Elvey,$4506.80,United States,0,Peru,10,2022
Jocko,Brooksbie,$2025.48,United States,1,Brazil,10,2022
Talyah,Cristoferi,$1783.82,United States,3,United States,2,2017
Karlene,Priestner,$1478.18,United States,1,Peru,10,2017
Brynn,Bastard,$3065.11,,3,United States,8,2015
Roxana,Allin,$2467.41,Brazil,3,United States,1,2015
Giles,Fifoot,$4873.42,Brazil,3,Brazil,5,2020
Glendon,Hunday,$3289.85,Brazil,0,Brazil,6,2023
Vicky,Zipsell,$1319.68,United States,2,Brazil,1,2020
Nadiya,Burhill,$2792.97,,3,Peru,9,2017
Cheri,Mathonnet,$2195.77,Brazil,,,7,2015
Guthrie,Mainson,$1461.23,Peru,,,1,2016
Nananne,Duplan,$1412.66,United States,2,United States,8,2023
Vinson,Meins,$3530.76,Brazil,3,Brazil,9,2018
Tiphani,Mose,$2733.93,United States,3,United States,0,2021
