Primer Nombre,Apellido,Salario,Pais Residencia,Hijos,Pais Origen,Experiencia,Contratacion
Hephzibah,Poli,$1074.02,Brazil,3,Peru,10,2021
Nicola,Teasell,$3581.13,Brazil,3,Peru,10,2016
Garry,Smedmoor,$4028.85,Brazil,,,1,2023
Keen,Lindenstrauss,$3926.95,Brazil,1,Brazil,1,2023
Datha,MacVicar,$1423.52,United States,1,Brazil,5,2015
Jodie,Ketteringham,$1742.11,United States,0,Brazil,3,2019
Jessey,Towne,$2397.04,Peru,0,United States,5,2021
Penelope,Stolli,$1570.28,Brazil,3,Brazil,9,2019
Monro,Trim,$2614.84,Brazil,1,United States,2,2023
Genia,Clissold,$1393.82,Brazil,2,Brazil,2,2018
Mattias,Stanes,$3300.35,United States,3,United States,1,2019
Misti,Voisey,$3135.88,Brazil,2,Brazil,4,2022
Horacio,Kobera,$4979.46,Brazil,3,Brazil,6,2020
Eugene,Harcase,$3758.70,Brazil,3,Peru,2,2020
Rudolf,Carmen,$3533.97,Brazil,1,Peru,1,2022
Pascal,Holtham,$2888.44,Brazil,3,Peru,2,2021
Griffin,Albasini,$2754.51,Brazil,3,Brazil,5,2015
Fredia,Sudworth,$4578.12,Brazil,1,Brazil,5,2018
Crystie,Duguid,$1374.44,Brazil,2,Brazil,0,2023
Verina,Hindrick,$1252.77,Peru,2,United States,9,2018
Flor,De Bernardis,$2822.64,Brazil,2,Chile,6,2016
Nicolea,Huygen,$3258.81,Brazil,0,Brazil,3,2019
Jacquelyn,O'Sheilds,$1106.31,Brazil,2,Peru,2,2020
Ilyse,Tarzey,$1887.49,United States,3,Brazil,0,2023
Ulysses,Oldridge,$3385.41,Costa Rica,0,Brazil,0,2018
Nadiya,Kiss,$2348.21,Brazil,,,0,2017
Alaine,Meatyard,$2002.66,Peru,3,United States,5,2018
Patricia,Winward,$4209.79,Costa Rica,0,United States,7,2016
Norina,Coonan,$4347.04,United States,2,United States,3,2019
Manuel,,$3866.30,,2,Peru,10,2018
Amity,Adlard,$2863.47,Brazil,0,Peru,0,2015
Jilleen,Jansie,$4376.41,Costa Rica,3,United States,10,2015
Hillyer,Jennick,$2839.94,United States,1,United States,10,2022
Mona,Hischke,$4368.06,United States,3,Italy,0,2020
Celestina,Tumbelty,$2264.11,United States,2,United States,6,2016
,Donnan,$3929.11,Brazil,1,Peru,0,2020
Guenna,Faldo,$2927.20,Peru,0,Peru,1,2015
Flossi,,$1430.38,,3,Brazil,7,2019
Mortimer,Justun,$1096.79,Brazil,1,Brazil,3,2015
Renie,Hazeldene,$1560.28,Brazil,,,6,2019
Corine,Trevaskis,$4148.55,Brazil,,,5,2023
Natal,Choat,$2939.22,United States,0,Brazil,0,2016
Ambur,Bebbington,$2133.22,Brazil,0,Australia,6,2023
Reinaldos,Kingzett,$2099.52,Brazil,3,Brazil,2,2015
Truda,Bousquet,$1774.85,Brazil,2,United States,4,2016
Conny,Rump,$2994.66,Peru,2,Brazil,10,2016
Hildegaard,McCracken,$3880.53,Brazil,0,Brazil,9,2016
Carney,Hurle,$3498.77,Peru,3,Chile,6,2022
Pauletta,Prebble,$2885.31,Australia,2,Peru,0,2019
Jordan,Carl,$2628.48,Brazil,1,Brazil,1,2020
Angelique,Giriardelli,$2917.70,United States,2,Australia,1,2019
Goddart,Romagnosi,$1978.62,Peru,1,Brazil,8,2018
Kristoffer,Bursnoll,$1536.24,United States,2,Brazil,1,2017
Abbe,Jeandel,$4791.64,United States,3,United States,8,2021
Perrine,Gummow,$3924.91,Peru,3,Italy,7,2021
Drucie,Caldecourt,$4502.54,Brazil,1,United States,3,2015
Randa,Sancias,$1006.45,Brazil,3,United States,4,2022
Welsh,Whyffen,$1384.99,Brazil,3,Brazil,5,2021
Judd,McGannon,$1826.97,United States,2,Brazil,3,2017
Giovanni,Le Provost,$2346.09,Peru,1,United States,1,2019
Annissa,Rawdall,$4703.95,Brazil,2,United States,4,2015
Cletus,Duerdin,$4420.88,United States,0,Brazil,4,2015
Susanne,Jeaneau,$4104.31,Peru,0,Brazil,0,2020
Grant,Cornwell,$2597.01,Brazil,1,United States,3,2021
Asa,Cholmondeley,$4612.18,Brazil,0,United States,8,2019
Odey,Schwanden,$4652.08,Peru,1,Brazil,3,2021
Alberto,Hellard,$3129.68,Peru,3,Peru,2,2015
Evvy,Rusk,$4746.39,Brazil,0,Chile,1,2019
Del,Cuxon,$3105.90,United States,2,Peru,10,2018
Amble,Dossett,$2317.91,Brazil,2,United States,8,2022
Elysee,Kentish,$2149.04,Peru,0,Brazil,0,2018
,Sayward,$4193.36,Brazil,1,Chile,5,2015
Claire,Laker,$1934.44,Brazil,2,Peru,4,2020
Nicky,Lydster,$3890.57,United States,3,Peru,2,2022
Kirbee,Kettridge,$4330.89,Brazil,1,Brazil,9,2023
Oswald,Cowley,$2930.05,Brazil,2,Brazil,6,2017
Ellsworth,Hens,$4759.27,Brazil,0,Brazil,10,2018
Winfred,Furlow,$3562.55,Brazil,3,United States,1,2018
Pavla,Millan,$3736.44,Peru,1,Brazil,7,2018
Toinette,Corn,$2899.47,Peru,0,United States,5,2020
Grete,de Pinna,$4532.57,Brazil,3,Brazil,10,2016
Kym,Gainforth,$4118.13,United States,1,United States,2,2019
Molli,Fudger,$2971.32,Brazil,0,Brazil,6,2023
Merwyn,Threadgould,$1460.45,Brazil,3,United States,4,2019
Myrilla,De Bernardi,$2458.14,Brazil,1,United States,3,2015
Kirstyn,Harrower,$4896.24,Peru,1,Brazil,4,2016
Hendrik,Wasmuth,$1264.19,United States,1,Brazil,3,2015
Rodrigo,Simmgen,$2464.00,Brazil,3,Brazil,8,2021
Nickolaus,Dryburgh,$3618.85,Peru,3,Peru,10,2023
Bryn,Heyfield,$3959.61,Brazil,1,United States,0,2018
Rosabella,McNea,$3069.74,Brazil,3,Brazil,4,2020
Ryun,Ruzicka,$1700.57,United States,2,United States,4,2023
Tracee,Lucey,$4249.70,Costa Rica,0,Peru,10,2015
Demetria,Abson,$3150.52,Brazil,3,Peru,4,2016
Monti,Alabastar,$3971.08,Brazil,0,Peru,5,2018
Daphne,Coomber,$3904.96,United States,1,United States,7,2016
Jilly,Gaynes,$4764.60,Costa Rica,2,Brazil,7,2016
Clarance,Gurge,$3643.23,United States,2,United States,8,2017
Richart,Mc Meekan,$1857.07,Brazil,1,United States,5,2023
Alyosha,Coupar,$3440.66,Brazil,0,Brazil,10,2017
Selene,Sickling,$1675.13,Peru,0,United States,10,2018
Eugine,Merwe,$2388.82,Brazil,3,Brazil,2,2015
Issiah,Sorel,$4246.81,United States,1,Peru,1,2016
Torre,Rosnau,$3264.56,Brazil,1,United States,3,2020
,Tame,$1535.20,Brazil,0,Brazil,4,2016
Crin,Tewkesberrie,$3327.19,Brazil,0,Brazil,4,2017
Town,Pampling,$4082.77,Brazil,0,Peru,2,2022
